Ticker,Price,Change_%,Risk_Score,Volatility_%,SMA_20,SMA_50,RSI,MACD,BB_Width_%,VWAP,Volume,Avg_Vol_20D,Vol_Ratio,52W_High,52W_Low,Signals,Signal_List,Scan_Time
XOM,118.25,1.96,43,17.8,117.0,114.48,47.3,-0.0522,4.5,114.22,"21,269,517","14,993,935",1.42x,120.46,95.18,7,"均線多頭, RSI反彈, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP, 低波動放量",2025-12-10 00:31
BLK,1071.31,0.87,43,23.2,1043.12,1093.47,68.3,8.5238,11.1,1101.52,"445,174","639,888",0.70x,1214.03,762.34,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 00:31
KO,70.09,-0.23,43,16.2,71.07,69.09,44.8,-0.3159,4.8,68.5,"8,985,562","16,252,358",0.55x,72.91,58.88,3,"RSI反彈, 接近52週高, 站上VWAP",2025-12-10 00:31
CVS,78.24,2.23,44,23.2,77.98,78.5,50.9,-0.1362,7.9,77.6,"12,583,801","7,348,665",1.71x,85.15,41.77,6,"RSI強勢, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
SCHW,94.16,-0.13,44,19.2,93.12,93.54,59.3,0.2909,8.3,93.41,"4,803,081","8,575,239",0.56x,99.14,65.3,5,"RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
DIS,107.02,-0.57,44,23.6,106.22,109.57,52.0,0.4902,13.6,110.11,"6,639,437","13,105,261",0.51x,124.69,79.76,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 00:31
CME,270.12,-0.11,44,16.2,276.83,271.31,35.4,-1.3345,6.3,269.73,"1,058,343","2,002,902",0.53x,288.09,221.44,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
PANW,195.0,-0.18,46,28.2,195.59,206.0,43.3,1.0789,19.6,203.41,"3,152,068","6,413,433",0.49x,223.61,144.15,3,"RSI反彈, MACD加速, 從低點反彈",2025-12-10 00:31
CHWY,34.84,0.64,47,34.7,33.83,35.36,51.9,0.1989,8.3,35.76,"13,009,977","6,622,723",1.96x,48.62,29.83,5,"RSI強勢, MACD加速, 成交量激增, 接近20日高, 布林帶強勢",2025-12-10 00:31
ABNB,125.39,2.77,48,24.0,118.87,121.69,68.7,1.1123,12.5,121.74,"3,498,711","4,976,725",0.70x,163.93,99.88,6,"RSI強勢, MACD加速, 接近20日高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
TGT,93.62,0.6,48,28.4,89.6,89.89,61.2,0.6281,12.2,89.01,"4,642,255","7,817,912",0.59x,138.95,83.44,5,"RSI強勢, MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-10 00:31
CSCO,79.51,0.82,49,21.7,76.82,72.94,60.3,0.0658,9.1,72.02,"15,727,604","24,007,680",0.66x,80.06,51.49,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
PSX,139.88,0.59,49,24.0,137.27,134.36,53.4,0.2564,7.8,133.85,"1,308,549","2,175,202",0.60x,142.53,88.51,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
BAC,53.54,-0.67,49,20.3,52.67,51.88,68.3,0.1278,7.9,51.84,"37,814,053","35,791,367",1.06x,54.83,32.53,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
NVDA,184.97,-0.31,49,36.5,183.64,187.3,54.3,0.4405,10.4,185.35,"142,114,605","206,323,605",0.69x,212.18,86.6,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 00:31
GILD,119.36,-1.51,49,24.2,124.53,120.95,30.0,-0.9473,7.4,119.04,"5,277,250","7,023,432",0.75x,128.7,86.73,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
MMM,165.09,0.69,49,26.2,168.56,163.09,48.7,-0.9034,6.4,161.33,"1,925,472","2,855,873",0.67x,174.69,120.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
MPC,190.73,0.56,49,27.6,193.01,190.67,36.9,-0.5077,7.2,189.51,"1,807,754","1,956,002",0.92x,201.29,113.25,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
WDAY,222.25,0.57,49,35.3,221.8,230.11,47.0,0.4816,10.7,230.2,"1,689,029","3,333,701",0.51x,283.68,205.33,3,"RSI反彈, MACD加速, 布林帶強勢",2025-12-10 00:31
ABBV,222.99,-0.06,49,27.4,229.34,227.79,36.7,-0.9053,6.9,226.09,"4,266,548","5,754,797",0.74x,243.06,160.33,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-10 00:31
AAPL,277.18,-0.26,51,20.6,275.63,266.35,65.0,-0.4873,8.2,260.21,"31,711,233","44,932,786",0.71x,288.62,168.63,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
UPS,96.97,1.49,51,27.8,94.61,90.22,61.3,-0.1071,6.7,88.62,"4,737,210","6,101,665",0.78x,128.18,80.6,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
SLB,38.3,0.16,51,29.0,36.44,35.28,69.3,0.2442,12.4,34.94,"5,968,598","13,789,534",0.43x,43.29,30.37,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
JNJ,199.96,-0.82,51,14.1,201.26,193.33,53.7,-0.8422,9.4,189.74,"7,507,774","9,637,443",0.78x,207.81,136.5,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
TMO,563.07,-0.9,51,29.2,580.19,561.0,40.2,-4.2159,6.3,535.22,"1,415,901","1,638,475",0.86x,609.27,385.11,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
RTX,171.93,0.24,51,25.0,172.6,170.68,45.6,-0.3603,6.3,167.86,"4,729,554","4,430,002",1.07x,180.6,110.77,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
UBER,89.07,-3.78,51,33.4,88.98,92.71,46.0,0.692,15.7,93.36,"14,600,136","18,423,651",0.79x,101.99,59.33,3,"RSI反彈, 從低點反彈, 布林帶強勢",2025-12-10 00:31
BA,200.37,-2.86,51,35.2,192.41,204.25,59.5,2.8175,18.3,206.73,"7,018,386","9,183,464",0.76x,242.69,128.88,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 00:31
GE,285.31,-0.65,51,23.5,295.04,300.13,40.9,-1.0139,10.7,298.25,"3,453,072","4,215,498",0.82x,316.67,158.62,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-10 00:31
ZM,87.63,-1.64,53,31.1,83.94,82.95,66.0,0.6327,14.8,83.47,"2,494,843","3,487,997",0.72x,91.04,64.41,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
UNP,231.56,-1.65,53,16.4,226.77,225.07,73.7,0.8921,10.4,224.02,"3,784,841","3,179,192",1.19x,250.85,200.99,4,"均線多頭, 接近52週高, 布林帶強勢, 站上VWAP",2025-12-10 00:31
MELI,2074.48,-0.66,53,44.4,2058.34,2138.77,51.3,11.7353,10.9,2184.59,"417,028","537,391",0.78x,2645.22,1646.0,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 00:31
DOCU,69.39,5.07,54,44.0,67.49,69.18,59.6,0.2861,12.3,72.26,"5,112,048","2,830,002",1.81x,101.31,63.4,4,"RSI強勢, MACD加速, 成交量激增, 布林帶強勢",2025-12-10 00:31
AMGN,313.85,-2.3,54,30.7,336.09,312.11,31.2,-4.1744,9.2,305.68,"2,922,804","2,946,250",0.99x,346.38,245.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
DHR,223.23,-0.56,54,30.4,224.44,216.84,46.1,-0.786,6.6,209.98,"2,150,931","3,694,351",0.58x,256.97,170.43,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 00:31
HAL,28.58,1.78,56,39.8,26.77,25.69,68.4,0.1936,15.0,24.86,"8,531,116","10,299,470",0.83x,29.52,18.31,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
PLTR,181.84,0.19,56,49.6,171.66,179.37,67.3,2.2859,22.1,178.74,"18,572,187","44,056,324",0.42x,207.52,63.4,5,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
QCOM,176.0,0.39,56,39.3,169.11,169.21,70.8,1.1808,12.9,170.91,"7,606,579","8,672,018",0.88x,204.9,118.79,4,"MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
NET,208.93,1.49,56,47.5,203.44,214.93,63.3,1.5596,22.3,217.04,"1,582,993","2,892,864",0.55x,260.0,89.42,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 00:31
OKTA,87.79,0.57,56,30.2,82.7,86.79,72.9,1.1004,14.6,87.61,"1,835,309","2,946,865",0.62x,127.57,75.05,4,"MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-10 00:31
SHOP,159.89,0.93,56,48.3,153.26,158.68,69.3,1.1711,19.1,156.43,"4,722,023","8,184,396",0.58x,182.19,69.84,4,"RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
CRWD,517.98,0.54,58,40.9,517.95,515.87,51.8,-0.3147,12.3,501.86,"1,940,406","2,383,350",0.81x,566.9,298.0,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
ORCL,221.53,0.45,58,49.2,213.34,252.07,50.8,4.4348,21.0,272.0,"17,215,412","24,246,520",0.71x,345.12,117.98,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 00:31
LLY,982.22,-1.54,58,32.5,1037.83,921.28,39.1,-17.0003,13.4,886.2,"2,091,355","3,666,517",0.57x,1111.99,621.5,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 00:31
IBM,310.48,0.42,59,29.1,303.44,296.67,75.9,0.2933,9.8,289.25,"2,183,361","3,913,293",0.56x,324.9,209.2,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
KLAC,1225.61,0.08,60,40.5,1167.53,1150.03,67.9,6.5558,13.5,1121.07,"732,121","989,091",0.74x,1282.32,547.89,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
ASML,1111.44,-0.74,60,37.2,1048.4,1032.65,65.2,8.1764,20.1,996.46,"904,112","1,472,155",0.61x,1141.72,574.25,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
TWLO,129.65,-0.37,61,54.8,125.82,118.85,65.0,-0.1028,12.3,114.92,"1,631,905","1,923,380",0.85x,151.95,77.51,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
DASH,229.99,2.02,61,52.8,206.31,237.02,62.4,5.6921,26.1,229.47,"5,232,778","7,019,403",0.75x,285.5,155.4,5,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
WFC,88.89,-1.3,61,25.3,86.02,84.56,70.0,0.4735,11.2,84.2,"16,828,496","13,726,754",1.23x,91.11,57.46,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
AXP,363.91,0.45,61,26.3,359.64,350.96,72.1,0.2283,11.3,346.62,"1,626,389","2,472,224",0.66x,377.23,219.32,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
MRVL,88.9,-3.37,61,55.7,87.84,87.96,61.5,0.6411,30.6,85.06,"22,406,998","21,431,604",1.05x,127.15,46.97,4,"RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
MRK,96.89,-2.06,61,33.0,98.12,91.09,51.0,-0.6497,18.7,89.6,"16,272,660","16,173,363",1.01x,105.84,71.87,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
BMY,50.65,-1.97,61,30.9,48.75,46.34,66.1,0.2675,16.3,45.97,"12,703,756","15,373,397",0.83x,61.0,42.38,4,"均線多頭, RSI強勢, 布林帶強勢, 站上VWAP",2025-12-10 00:31
VLO,175.32,1.01,61,31.3,176.51,169.79,36.2,-0.7102,7.2,168.69,"2,021,510","2,736,000",0.74x,184.46,96.76,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 00:31
C,109.43,0.47,63,23.3,102.59,100.09,82.0,0.8892,15.0,100.12,"13,860,508","11,691,810",1.19x,110.25,54.39,6,"均線多頭, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
WMT,115.06,1.32,63,22.7,107.84,105.39,78.0,0.8646,19.2,105.16,"22,463,572","22,972,068",0.98x,116.27,79.43,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
LYFT,21.78,-3.16,64,59.2,21.81,21.15,50.6,0.1133,27.4,21.38,"9,739,915","15,108,980",0.64x,25.54,9.66,3,"RSI強勢, 從低點反彈, 站上VWAP",2025-12-10 00:31
CAT,594.36,-0.36,65,34.4,570.4,544.92,75.1,1.7364,13.1,521.24,"1,754,313","2,407,175",0.73x,607.0,264.29,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
MS,178.83,1.13,68,23.0,167.43,162.71,82.1,1.3317,15.1,161.24,"3,465,902","5,600,535",0.62x,180.65,92.37,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
GOOG,317.75,1.05,68,29.2,304.59,277.91,71.9,-0.4945,21.9,275.92,"13,999,046","28,345,397",0.49x,328.46,142.27,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
TXN,179.52,-0.78,68,30.0,166.62,168.98,76.8,2.5338,23.8,170.58,"3,759,490","7,227,884",0.52x,218.15,136.55,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
MPWR,962.95,-2.1,68,47.4,924.08,967.5,74.9,9.4741,16.2,951.51,"422,119","614,010",0.69x,1123.38,437.16,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 00:31
CRM,261.02,0.57,68,33.0,239.0,244.22,73.6,3.9078,19.0,244.43,"7,246,971","8,599,363",0.84x,365.3,221.96,3,"MACD加速, 布林帶強勢, 站上VWAP",2025-12-10 00:31
REGN,692.58,-1.52,68,40.4,726.52,651.15,42.1,-10.9914,19.1,636.95,"603,675","1,148,748",0.53x,790.98,475.17,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 00:31
GS,876.58,1.14,70,24.1,810.48,789.48,82.8,8.0391,16.0,788.82,"2,262,568","2,100,068",1.08x,883.72,432.73,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 00:31
