Ticker,Price,Change_%,Risk_Score,Volatility_%,SMA_20,SMA_50,RSI,MACD,BB_Width_%,VWAP,Volume,Avg_Vol_20D,Vol_Ratio,52W_High,52W_Low,Signals,Signal_List,Scan_Time
NVDA,183.78,-0.64,47,36.5,183.17,187.24,46.4,0.4884,9.2,185.48,"157,047,404","205,482,065",0.76x,212.18,86.6,4,"RSI反彈, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 21:45
CHWY,35.37,1.52,47,34.4,33.93,35.26,56.5,0.2566,9.0,35.77,"21,271,804","7,447,905",2.86x,48.62,29.83,4,"RSI強勢, MACD加速, 成交量激增, 布林帶強勢",2025-12-10 21:46
NKE,65.79,3.88,47,31.5,63.83,65.45,63.0,0.3275,9.6,67.06,"15,417,211","13,173,050",1.17x,80.55,51.34,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 21:46
CSCO,80.25,0.93,49,21.7,77.25,73.18,59.2,0.1336,7.5,72.2,"21,253,895","24,000,224",0.89x,80.82,51.49,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
JPM,310.11,3.19,49,21.4,307.03,306.36,55.8,0.2269,9.0,307.18,"14,543,352","9,141,682",1.59x,322.25,200.22,7,"均線多頭, RSI強勢, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
BAC,54.08,1.01,49,20.3,52.71,51.94,69.1,0.1308,8.2,51.91,"40,154,908","37,155,660",1.08x,54.83,32.53,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
UPS,99.64,2.75,49,28.2,94.93,90.57,67.6,0.0997,8.1,88.86,"7,146,726","6,116,096",1.17x,128.18,80.6,7,"均線多頭, RSI強勢, MACD翻正, 接近20日高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
GILD,121.34,1.66,49,24.0,124.47,121.16,33.7,-0.8623,7.6,119.15,"7,621,426","7,189,371",1.06x,128.7,86.73,5,"RSI反彈, 接近52週高, 從低點反彈, 布林下軌反彈, 站上VWAP",2025-12-10 21:46
MMM,165.66,0.35,49,25.1,168.44,163.31,48.2,-0.9206,6.6,161.5,"2,087,718","2,862,445",0.73x,174.69,120.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 21:46
ABBV,225.18,0.98,49,26.2,229.34,227.69,40.8,-0.774,6.9,226.26,"4,472,375","5,738,363",0.78x,243.06,160.33,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-10 21:46
JNJ,206.54,3.29,51,15.1,201.95,193.77,62.8,-0.5764,8.7,190.1,"6,435,189","9,586,004",0.67x,207.81,136.5,7,"均線多頭, RSI強勢, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
RTX,174.72,1.62,51,25.0,172.41,170.85,53.2,-0.063,5.6,168.18,"4,480,773","4,488,998",1.00x,180.6,110.77,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
AMZN,231.78,1.69,51,33.3,229.83,228.89,62.2,-0.1869,10.8,229.12,"36,373,061","43,095,898",0.84x,258.6,161.38,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:45
VRTX,444.64,1.75,51,25.4,436.18,424.23,62.1,0.4035,10.5,414.12,"995,098","1,395,949",0.71x,519.68,362.5,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
MPC,191.3,0.3,51,27.6,192.62,190.66,42.3,-0.3983,6.6,189.66,"2,174,210","1,958,105",1.11x,201.29,113.25,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 21:46
BA,198.72,-0.82,51,34.7,192.59,203.9,62.1,2.3325,18.5,206.44,"7,341,250","9,365,532",0.78x,242.69,128.88,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 21:46
UNP,235.46,1.68,53,16.7,227.37,225.08,77.0,0.8142,10.9,224.37,"2,679,554","3,178,287",0.84x,250.85,200.99,5,"均線多頭, 接近20日高, 接近52週高, 布林帶強勢, 站上VWAP",2025-12-10 21:46
BLK,1083.36,1.12,53,22.6,1043.26,1091.94,72.5,9.0833,11.1,1101.33,"388,840","643,857",0.60x,1214.03,762.34,4,"MACD加速, 接近20日高, 從低點反彈, 布林帶強勢",2025-12-10 21:46
DOCU,68.81,-0.84,54,43.9,67.49,69.11,59.5,0.3039,12.3,72.02,"3,349,398","2,906,789",1.15x,99.71,63.4,3,"RSI強勢, MACD加速, 布林帶強勢",2025-12-10 21:46
UBER,84.16,-5.51,54,35.1,88.51,92.43,39.7,0.2651,15.7,93.0,"47,388,550","20,255,132",2.34x,101.99,59.33,3,"RSI反彈, 成交量激增, 從低點反彈",2025-12-10 21:46
QCOM,182.21,3.53,56,39.7,169.56,169.55,75.3,1.5573,14.5,171.24,"11,028,330","8,808,106",1.25x,204.9,118.79,7,"黃金交叉, 均線多頭, MACD加速, 接近20日高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:45
AAPL,278.78,0.58,56,20.5,275.8,266.84,65.6,-0.5781,8.3,261.23,"31,806,647","44,236,807",0.72x,288.62,168.63,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:45
CRWD,519.54,0.3,56,40.7,516.09,516.45,49.5,0.1343,10.1,503.07,"2,279,765","2,434,318",0.94x,566.9,298.0,6,"RSI反彈, MACD翻正, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
DHR,230.42,3.22,56,30.9,225.17,217.49,62.1,-0.4589,5.9,210.58,"2,878,589","3,757,044",0.77x,256.97,170.43,6,"均線多頭, RSI強勢, 接近20日高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
NET,213.46,2.17,56,47.7,202.37,214.91,67.0,2.1079,17.7,216.87,"2,327,545","2,926,517",0.80x,260.0,89.42,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 21:46
AMGN,315.38,0.49,56,30.6,335.06,312.81,33.3,-4.6123,10.7,306.21,"2,802,513","2,929,655",0.96x,346.38,245.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 21:46
AXP,375.57,3.2,58,26.7,359.91,351.85,75.7,0.779,11.7,347.38,"2,754,601","2,531,870",1.09x,377.98,219.32,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
COP,96.8,3.61,58,26.0,89.99,89.1,78.5,0.8231,12.3,90.07,"7,757,345","6,808,017",1.14x,103.48,77.84,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
ZM,88.05,0.48,58,31.1,84.12,83.06,68.8,0.585,15.3,83.52,"2,395,241","3,445,422",0.70x,91.04,64.41,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
ABNB,127.57,1.74,58,24.2,119.12,121.81,73.6,1.3162,13.8,121.79,"4,665,284","4,994,249",0.93x,163.93,99.88,5,"MACD加速, 接近20日高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
ORCL,223.01,0.67,58,47.9,212.69,250.92,48.1,4.6689,19.1,266.62,"27,666,275","24,616,913",1.12x,345.12,117.98,4,"RSI反彈, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 21:45
TMO,573.81,1.91,58,28.8,579.55,562.77,50.0,-3.6724,6.3,536.09,"906,464","1,614,918",0.56x,609.27,385.11,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 21:46
TGT,94.62,1.07,58,28.5,89.81,90.01,70.1,0.6896,13.1,89.06,"5,797,541","7,870,057",0.74x,138.95,83.44,4,"MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-10 21:46
LLY,993.64,1.16,58,32.5,1038.15,925.91,36.8,-16.998,13.2,888.85,"2,385,950","3,601,412",0.66x,1111.99,621.5,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 21:46
PSX,143.81,2.81,59,24.5,137.48,134.54,71.9,0.4933,8.7,133.99,"1,483,131","2,138,596",0.69x,143.8,88.51,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
IBM,312.67,0.71,59,29.1,303.39,297.31,79.9,0.4863,9.7,289.98,"2,277,440","3,845,667",0.59x,324.9,209.2,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
KLAC,1238.91,1.09,60,40.2,1170.03,1153.27,64.0,7.1853,14.5,1124.52,"697,248","980,892",0.71x,1282.32,547.89,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
ASML,1119.32,0.71,60,37.2,1053.24,1035.71,62.3,7.2401,20.7,1001.03,"1,087,605","1,475,265",0.74x,1141.72,574.25,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
WFC,90.69,2.02,61,25.5,86.24,84.71,73.2,0.4966,12.2,84.41,"22,591,900","14,177,435",1.59x,91.11,57.46,8,"均線多頭, MACD加速, 成交量激增, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
CDNS,338.06,0.89,61,30.1,317.28,328.54,78.6,4.2662,17.7,334.98,"1,072,349","1,622,097",0.66x,376.45,221.56,4,"接近20日高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
MRK,97.62,0.75,61,32.9,98.45,91.36,55.6,-0.796,17.4,89.78,"9,399,679","15,872,108",0.59x,105.84,71.87,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 21:46
VLO,176.0,0.39,61,31.3,176.33,169.92,44.3,-0.6174,7.0,169.08,"2,822,893","2,783,939",1.01x,184.46,96.76,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 21:46
DASH,220.3,-4.21,61,53.4,207.3,235.99,62.5,4.9546,26.5,228.92,"6,720,303","7,105,390",0.95x,285.5,155.4,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 21:46
GOOGL,320.21,0.99,63,29.9,305.6,278.87,69.6,-0.6787,22.0,276.82,"31,120,498","45,877,174",0.68x,328.62,140.14,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:45
GOOG,321.0,1.02,63,29.2,306.06,279.47,70.0,-0.614,21.9,277.01,"20,472,595","28,668,804",0.71x,328.46,142.27,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:45
WMT,113.18,-1.63,63,22.6,108.33,105.6,74.6,0.625,19.2,105.41,"21,438,714","23,478,055",0.91x,116.27,79.43,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
MRVL,92.47,4.02,64,56.1,87.99,88.13,62.3,0.4548,30.9,85.5,"22,377,431","21,905,071",1.02x,127.15,46.97,4,"RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:45
CAT,615.35,3.53,65,34.8,572.77,547.71,78.5,2.56,14.8,523.79,"2,764,749","2,469,592",1.12x,617.23,264.29,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
SLB,39.93,4.26,66,30.1,36.58,35.39,77.1,0.3286,14.9,35.02,"15,420,606","14,583,190",1.06x,43.29,30.37,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
SHOP,168.42,5.33,66,49.3,153.73,159.07,71.1,1.61,20.8,156.72,"6,646,636","8,254,606",0.81x,182.19,69.84,6,"MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
PLTR,187.91,3.34,66,49.8,171.51,179.48,74.4,2.6408,21.4,179.11,"58,010,719","44,484,145",1.30x,207.52,63.4,5,"MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
OKTA,89.84,2.34,66,30.3,82.92,86.75,80.8,1.2335,16.2,87.56,"2,140,005","2,990,390",0.72x,127.57,75.05,4,"MACD加速, 接近20日高, 突破布林上軌, 站上VWAP",2025-12-10 21:46
MS,179.71,0.49,68,22.8,168.09,163.14,81.1,1.3419,16.4,161.62,"4,483,896","5,699,114",0.79x,181.3,92.37,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
C,111.09,1.52,68,23.3,103.11,100.29,82.2,0.9364,16.5,100.41,"16,384,418","12,127,165",1.35x,111.9,54.39,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
MPWR,979.02,1.67,68,47.4,925.29,968.67,73.5,9.5451,16.8,953.66,"403,798","606,079",0.67x,1123.38,437.16,4,"MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:46
REGN,726.21,4.86,68,41.2,729.14,654.44,55.7,-9.6325,17.8,639.41,"1,291,579","1,164,503",1.11x,790.98,475.17,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 21:46
TXN,181.67,1.2,68,30.1,167.71,168.97,78.4,2.282,24.6,170.54,"5,226,480","7,125,544",0.73x,218.15,136.55,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 21:45
GS,889.24,1.44,70,24.0,814.62,791.41,83.1,8.8989,18.1,790.74,"2,047,208","2,126,965",0.96x,897.2,432.73,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 21:46
