Ticker,Price,Change_%,Risk_Score,Volatility_%,SMA_20,SMA_50,RSI,MACD,BB_Width_%,VWAP,Volume,Avg_Vol_20D,Vol_Ratio,52W_High,52W_Low,Signals,Signal_List,Scan_Time
ABNB,125.39,2.77,48,24.0,118.87,121.69,68.7,1.1123,12.5,121.74,"3,608,600","4,982,220",0.72x,163.93,99.88,6,"RSI強勢, MACD加速, 接近20日高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
TGT,93.62,0.6,48,28.4,89.6,89.89,61.2,0.6281,12.2,89.01,"4,647,400","7,818,170",0.59x,138.95,83.44,5,"RSI強勢, MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-10 05:09
CSCO,79.51,0.82,49,21.7,76.82,72.94,60.3,0.0658,9.1,72.02,"15,735,000","24,008,050",0.66x,80.06,51.49,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
PSX,139.88,0.59,49,24.0,137.27,134.36,53.4,0.2564,7.8,133.85,"1,309,100","2,175,230",0.60x,142.53,88.51,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
BAC,53.54,-0.67,49,20.3,52.67,51.88,68.3,0.1278,7.9,51.84,"47,179,400","36,259,635",1.30x,54.83,32.53,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
NVDA,184.97,-0.31,49,36.5,183.64,187.3,54.3,0.4405,10.4,185.35,"144,323,400","206,434,045",0.70x,212.18,86.6,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 05:08
GILD,119.36,-1.51,49,24.2,124.53,120.95,30.0,-0.9473,7.4,119.04,"7,255,700","7,122,355",1.02x,128.7,86.73,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
MMM,165.09,0.69,49,26.2,168.56,163.09,48.7,-0.9034,6.4,161.33,"2,335,000","2,876,350",0.81x,174.69,120.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
MPC,190.73,0.56,49,27.6,193.01,190.67,36.9,-0.5077,7.2,189.51,"1,808,500","1,956,040",0.92x,201.29,113.25,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
WDAY,222.25,0.57,49,35.3,221.8,230.11,47.0,0.4816,10.7,230.18,"2,065,900","3,352,545",0.62x,283.68,205.33,3,"RSI反彈, MACD加速, 布林帶強勢",2025-12-10 05:08
ABBV,222.99,-0.06,49,27.4,229.34,227.79,36.7,-0.9053,6.9,226.09,"4,267,900","5,754,865",0.74x,243.06,160.33,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-10 05:09
AAPL,277.18,-0.26,51,20.6,275.63,266.35,65.0,-0.4873,8.2,260.21,"32,159,900","44,955,220",0.72x,288.62,168.63,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
UPS,96.97,1.49,51,27.8,94.61,90.22,61.3,-0.1071,6.7,88.62,"4,737,700","6,101,690",0.78x,128.18,80.6,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
SLB,38.3,0.16,51,29.0,36.44,35.28,69.3,0.2442,12.4,34.97,"16,833,800","14,332,795",1.17x,43.29,30.37,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
JNJ,199.96,-0.82,51,14.1,201.26,193.33,53.7,-0.8422,9.4,189.74,"7,508,900","9,637,500",0.78x,207.81,136.5,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
TMO,563.07,-0.9,51,29.2,580.19,561.0,40.2,-4.2159,6.3,535.22,"1,416,000","1,638,480",0.86x,609.27,385.11,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
RTX,171.93,0.24,51,25.0,172.6,170.68,45.6,-0.3603,6.3,167.86,"4,816,400","4,434,345",1.09x,180.6,110.77,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
UBER,89.07,-3.78,51,33.4,88.98,92.71,46.0,0.692,15.7,93.35,"17,091,200","18,548,205",0.92x,101.99,59.33,3,"RSI反彈, 從低點反彈, 布林帶強勢",2025-12-10 05:09
BA,200.37,-2.86,51,35.2,192.41,204.25,59.5,2.8175,18.3,206.72,"9,083,800","9,286,735",0.98x,242.69,128.88,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 05:09
GE,285.31,-0.65,51,23.5,295.04,300.13,40.9,-1.0139,10.7,298.25,"3,459,300","4,215,810",0.82x,316.67,158.62,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-10 05:09
ZM,87.63,-1.64,53,31.1,83.94,82.95,66.0,0.6327,14.8,83.47,"2,535,700","3,490,040",0.73x,91.04,64.41,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
UNP,231.56,-1.65,53,16.4,226.77,225.07,73.7,0.8921,10.4,224.02,"3,785,200","3,179,210",1.19x,250.85,200.99,4,"均線多頭, 接近52週高, 布林帶強勢, 站上VWAP",2025-12-10 05:09
MELI,2074.48,-0.66,53,44.4,2058.34,2138.77,51.3,11.7353,10.9,2184.59,"418,100","537,445",0.78x,2645.22,1646.0,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-10 05:09
DOCU,69.39,5.07,54,44.0,67.49,69.18,59.6,0.2861,12.3,72.26,"5,144,000","2,831,600",1.82x,101.31,63.4,4,"RSI強勢, MACD加速, 成交量激增, 布林帶強勢",2025-12-10 05:09
AMGN,313.85,-2.3,54,30.7,336.09,312.11,31.2,-4.1744,9.2,305.68,"2,924,900","2,946,355",0.99x,346.38,245.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
DHR,223.23,-0.56,54,30.4,224.44,216.84,46.1,-0.786,6.6,210.04,"3,369,200","3,755,265",0.90x,256.97,170.43,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 05:09
HAL,28.58,1.78,56,39.8,26.77,25.69,68.4,0.1936,15.0,24.87,"11,940,700","10,469,950",1.14x,29.52,18.31,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
PLTR,181.84,0.19,56,49.6,171.66,179.37,67.3,2.2859,22.1,178.74,"18,870,200","44,071,225",0.43x,207.52,63.4,5,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
QCOM,176.0,0.39,56,39.3,169.11,169.21,70.8,1.1808,12.9,170.91,"7,717,800","8,677,580",0.89x,204.9,118.79,4,"MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
NET,208.93,1.49,56,47.5,203.44,214.93,63.3,1.5596,22.3,217.02,"1,904,800","2,908,955",0.65x,260.0,89.42,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 05:09
OKTA,87.79,0.57,56,30.2,82.7,86.79,72.9,1.1004,14.6,87.61,"1,836,200","2,946,910",0.62x,127.57,75.05,4,"MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-10 05:09
SHOP,159.89,0.93,56,48.3,153.26,158.68,69.3,1.1711,19.1,156.43,"4,820,900","8,189,340",0.59x,182.19,69.84,4,"RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
CRWD,517.98,0.54,58,40.9,517.95,515.87,51.8,-0.3147,12.3,501.87,"2,033,100","2,387,985",0.85x,566.9,298.0,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
ORCL,221.53,0.45,58,49.2,213.34,252.07,50.8,4.4348,21.0,271.99,"17,521,400","24,261,820",0.72x,345.12,117.98,4,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢",2025-12-10 05:08
LLY,982.22,-1.54,58,32.5,1037.83,921.28,39.1,-17.0003,13.4,886.41,"2,567,900","3,690,345",0.70x,1111.99,621.5,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 05:09
IBM,310.48,0.42,59,29.1,303.44,296.67,75.9,0.2933,9.8,289.3,"2,935,300","3,950,890",0.74x,324.9,209.2,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
KLAC,1225.61,0.08,60,40.5,1167.53,1150.03,67.9,6.5558,13.5,1121.15,"782,700","991,620",0.79x,1282.32,547.89,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
ASML,1111.44,-0.74,60,37.2,1048.4,1032.65,65.2,8.1764,20.1,996.46,"904,700","1,472,185",0.61x,1141.72,574.25,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
TWLO,129.65,-0.37,61,54.8,125.82,118.85,65.0,-0.1028,12.3,114.94,"1,812,700","1,932,420",0.94x,151.95,77.51,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
DASH,229.99,2.02,61,52.8,206.31,237.02,62.4,5.6921,26.1,229.47,"5,382,300","7,026,880",0.77x,285.5,155.4,5,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
WFC,88.89,-1.3,61,25.3,86.02,84.56,70.0,0.4735,11.2,84.2,"17,099,200","13,740,290",1.24x,91.11,57.46,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
AXP,363.91,0.45,61,26.3,359.64,350.96,72.1,0.2283,11.3,346.68,"2,197,600","2,500,785",0.88x,377.23,219.32,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
MRVL,88.9,-3.37,61,55.7,87.84,87.96,61.5,0.6411,30.6,85.06,"22,488,800","21,435,695",1.05x,127.15,46.97,4,"RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
MRK,96.89,-2.06,61,33.0,98.12,91.09,51.0,-0.6497,18.7,89.6,"16,281,800","16,173,820",1.01x,105.84,71.87,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
BMY,50.65,-1.97,61,30.9,48.75,46.34,66.1,0.2675,16.3,45.97,"12,714,100","15,373,915",0.83x,61.0,42.38,4,"均線多頭, RSI強勢, 布林帶強勢, 站上VWAP",2025-12-10 05:09
VLO,175.32,1.01,61,31.3,176.51,169.79,36.2,-0.7102,7.2,168.69,"2,021,900","2,736,020",0.74x,184.46,96.76,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-10 05:09
C,109.43,0.47,63,23.3,102.59,100.09,82.0,0.8892,15.0,100.14,"15,821,700","11,789,870",1.34x,110.25,54.39,6,"均線多頭, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
WMT,115.06,1.32,63,22.7,107.84,105.39,78.0,0.8646,19.2,105.17,"24,317,200","23,064,750",1.05x,116.27,79.43,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
LYFT,21.78,-3.16,64,59.2,21.81,21.15,50.6,0.1133,27.4,21.38,"9,754,800","15,109,725",0.65x,25.54,9.66,3,"RSI強勢, 從低點反彈, 站上VWAP",2025-12-10 05:09
CAT,594.36,-0.36,65,34.4,570.4,544.92,75.1,1.7364,13.1,521.24,"1,754,500","2,407,185",0.73x,607.0,264.29,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
MS,178.83,1.13,68,23.0,167.43,162.71,82.1,1.3317,15.1,161.27,"4,191,200","5,636,800",0.74x,180.65,92.37,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:09
GOOG,317.75,1.05,68,29.2,304.59,277.91,71.9,-0.4945,21.9,275.93,"14,126,200","28,351,755",0.50x,328.46,142.27,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
TXN,179.52,-0.78,68,30.0,166.62,168.98,76.8,2.5338,23.8,170.58,"3,759,900","7,227,905",0.52x,218.15,136.55,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
MPWR,962.95,-2.1,68,47.4,924.08,967.5,74.9,9.4741,16.2,951.52,"440,200","614,915",0.72x,1123.38,437.16,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-10 05:08
CRM,261.02,0.57,68,33.0,239.0,244.22,73.6,3.9078,19.0,244.45,"8,044,800","8,639,255",0.93x,365.3,221.96,3,"MACD加速, 布林帶強勢, 站上VWAP",2025-12-10 05:08
REGN,692.58,-1.52,68,40.4,726.52,651.15,42.1,-10.9914,19.1,636.95,"604,400","1,148,785",0.53x,790.98,475.17,3,"RSI反彈, 從低點反彈, 站上VWAP",2025-12-10 05:09
GS,876.58,1.14,70,24.1,810.48,789.48,82.8,8.0391,16.0,788.82,"2,274,100","2,100,645",1.08x,883.72,432.73,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-10 05:09
