Ticker,Price,Change_%,Risk_Score,Volatility_%,SMA_20,SMA_50,RSI,MACD,BB_Width_%,VWAP,Volume,Avg_Vol_20D,Vol_Ratio,52W_High,52W_Low,Signals,Signal_List,Scan_Time
ADP,266.1,0.53,44,19.1,256.18,266.67,70.7,1.9916,7.7,270.99,"1,906,052","2,243,677",0.85x,326.59,247.18,3,"MACD加速, 接近20日高, 突破布林上軌",2025-12-12 21:36
JPM,318.52,0.36,46,21.9,307.33,306.77,66.4,0.9575,9.2,307.53,"6,077,222","9,170,596",0.66x,322.25,200.22,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
RTX,178.66,0.7,46,24.9,172.7,171.32,67.3,0.5797,6.5,168.78,"3,811,750","4,574,972",0.83x,180.6,110.77,8,"均線多頭, RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-12 21:35
LOW,247.29,-0.32,46,21.7,238.73,238.5,64.4,1.1207,15.3,241.85,"1,311,472","3,839,533",0.34x,273.63,203.22,7,"黃金交叉, 均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
NKE,67.47,-0.4,46,31.9,64.12,65.19,69.0,0.5183,11.8,66.92,"14,434,230","13,109,891",1.10x,80.55,51.34,5,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
CDNS,323.22,-3.64,46,29.9,318.64,327.73,67.9,2.4678,18.3,334.22,"1,306,801","1,577,705",0.83x,376.45,221.56,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-12 21:35
WDAY,224.49,0.2,46,35.2,221.54,229.44,49.2,1.1454,10.4,230.11,"2,835,633","3,444,786",0.82x,283.68,205.33,3,"RSI反彈, MACD加速, 布林帶強勢",2025-12-12 21:35
KO,70.52,2.04,46,16.8,70.93,69.33,35.9,-0.2944,5.5,68.69,"14,543,112","17,637,665",0.82x,72.91,58.88,3,"RSI反彈, 接近52週高, 站上VWAP",2025-12-12 21:35
COST,884.47,-0.0,46,17.8,899.1,915.85,43.5,-1.6879,6.4,918.62,"4,696,363","2,655,958",1.77x,1073.82,867.12,3,"RSI反彈, 成交量激增, 低波動放量",2025-12-12 21:35
PYPL,61.66,-0.05,47,37.2,61.36,65.94,57.1,0.2454,7.2,67.07,"14,843,401","16,211,905",0.92x,93.03,55.72,3,"RSI強勢, MACD加速, 布林帶強勢",2025-12-12 21:35
MA,571.93,1.52,48,20.3,543.61,554.93,67.2,3.2608,7.9,559.69,"3,191,758","2,914,777",1.10x,600.98,463.61,7,"RSI強勢, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-12 21:35
INTU,670.92,-0.75,48,23.6,652.34,657.87,53.1,3.6026,8.6,663.86,"1,912,032","2,024,361",0.94x,812.22,530.03,5,"RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
PSX,141.44,-1.39,49,24.5,137.96,134.9,69.8,0.4583,9.8,134.35,"1,536,537","2,167,851",0.71x,144.96,88.51,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
IBM,309.24,-0.48,49,28.9,303.39,298.31,66.9,0.2446,9.5,291.11,"2,380,078","3,591,513",0.66x,324.9,209.2,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:36
ICE,163.21,0.07,49,20.1,156.26,155.13,72.1,0.9436,9.0,157.57,"2,174,246","3,583,022",0.61x,188.82,141.12,5,"均線多頭, MACD加速, 接近20日高, 布林帶強勢, 站上VWAP",2025-12-12 21:36
GILD,120.4,-2.28,49,23.9,124.22,121.6,34.9,-0.6941,8.2,119.31,"6,745,264","7,053,773",0.96x,128.7,86.73,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-12 21:35
ABBV,223.32,-0.29,49,26.2,228.43,227.09,30.8,-0.7469,7.2,226.43,"5,390,998","5,601,999",0.96x,243.06,160.33,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-12 21:35
MPC,185.77,-0.72,49,28.0,191.79,190.46,39.3,-0.7558,7.4,189.77,"2,101,742","1,987,572",1.06x,201.29,113.25,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-12 21:35
UPS,100.92,0.44,51,28.1,95.55,91.26,69.0,0.3575,10.9,89.29,"3,704,544","5,969,902",0.62x,128.18,80.6,7,"均線多頭, RSI強勢, MACD加速, 接近20日高, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-12 21:35
SCHW,96.65,-0.41,51,19.0,93.18,93.73,78.1,0.5181,8.6,93.58,"9,887,579","8,877,768",1.11x,99.14,65.3,6,"MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
VRTX,452.04,1.37,51,25.5,437.64,425.93,62.8,0.4476,11.1,415.57,"1,561,232","1,386,891",1.13x,519.68,362.5,6,"均線多頭, RSI強勢, MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
DE,484.8,1.86,51,22.5,476.01,468.87,48.8,-0.1933,7.5,468.92,"1,764,574","1,715,713",1.03x,530.24,398.95,6,"均線多頭, RSI反彈, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
CSCO,77.8,-1.85,51,21.9,77.54,73.6,59.6,-0.0473,6.7,72.53,"16,621,059","20,004,827",0.83x,80.82,51.49,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:36
CME,273.55,0.42,51,16.7,275.35,271.53,50.7,-0.9344,6.6,270.12,"1,401,330","2,028,531",0.69x,288.09,221.44,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-12 21:36
NET,202.44,-2.65,51,48.0,200.93,214.29,65.5,1.57,13.3,216.35,"2,099,916","2,901,645",0.72x,260.0,89.42,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-12 21:35
SBUX,85.35,0.72,51,28.6,84.67,83.63,50.0,-0.1349,6.6,83.5,"9,049,623","9,000,561",1.01x,115.04,73.95,3,"均線多頭, 布林帶強勢, 站上VWAP",2025-12-12 21:35
ASML,1080.85,-3.74,53,36.1,1060.57,1039.19,69.2,2.6744,21.1,1008.51,"1,524,883","1,503,579",1.01x,1141.72,574.25,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
UNP,239.95,1.62,53,16.9,229.05,225.28,76.5,0.8699,11.5,225.21,"2,399,900","3,324,255",0.72x,250.85,200.99,6,"均線多頭, MACD加速, 接近20日高, 接近52週高, 布林帶強勢, 站上VWAP",2025-12-12 21:35
META,644.23,-1.3,53,33.5,632.35,667.46,66.9,4.8896,17.1,672.37,"12,892,636","18,002,141",0.72x,795.71,479.11,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-12 21:35
DOCU,71.11,1.25,54,44.0,67.74,69.2,64.5,0.4938,13.4,71.71,"2,336,150","3,012,757",0.78x,99.71,63.4,3,"RSI強勢, MACD加速, 布林帶強勢",2025-12-12 21:35
VLO,168.3,-2.1,54,31.9,175.78,170.12,39.6,-1.1215,8.4,169.43,"2,727,277","2,864,053",0.95x,184.46,96.76,3,"RSI反彈, 接近52週高, 從低點反彈",2025-12-12 21:35
AAPL,278.28,0.09,56,20.2,276.3,267.72,62.9,-0.742,8.2,262.65,"38,360,082","42,978,754",0.89x,288.62,168.63,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
GOOGL,309.29,-1.01,56,29.4,308.44,281.49,57.2,-1.9449,19.2,278.91,"33,798,211","47,083,995",0.72x,328.62,140.14,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
GOOG,310.52,-1.01,56,28.8,308.97,282.12,58.1,-1.844,19.2,279.07,"20,315,069","29,341,808",0.69x,328.46,142.27,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
MRK,100.3,1.3,56,32.3,99.2,91.75,55.5,-0.7035,14.9,90.26,"11,760,852","16,019,212",0.73x,105.84,71.87,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
MMM,168.9,0.18,56,25.2,168.3,163.79,51.7,-0.5671,6.5,161.8,"1,494,751","2,799,497",0.53x,174.69,120.31,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
SHOP,164.19,-0.34,56,49.1,155.03,159.64,65.5,1.4204,21.7,157.13,"5,577,817","7,939,090",0.70x,182.19,69.84,5,"RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
V,347.83,0.64,56,20.9,330.27,337.71,71.1,2.0993,8.1,337.88,"5,924,579","6,826,873",0.87x,374.11,297.39,5,"MACD加速, 接近20日高, 接近52週高, 突破布林上軌, 站上VWAP",2025-12-12 21:35
DHR,226.33,-2.6,56,30.8,226.08,218.2,48.5,-0.379,5.7,211.81,"3,393,220","3,725,361",0.91x,256.97,170.43,5,"均線多頭, RSI反彈, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
AMGN,317.74,0.11,56,30.1,333.44,313.68,34.9,-4.4053,12.6,307.22,"2,034,187","2,849,829",0.71x,346.38,245.31,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-12 21:35
DIS,111.6,0.13,56,24.2,105.86,109.42,70.4,1.0028,9.6,109.91,"12,941,555","11,623,432",1.11x,124.69,79.76,4,"MACD加速, 從低點反彈, 突破布林上軌, 站上VWAP",2025-12-12 21:36
KLAC,1193.92,-4.19,58,41.0,1174.2,1156.79,69.7,3.8931,15.5,1131.48,"1,075,963","980,133",1.10x,1282.32,547.89,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
AXP,382.56,-0.61,58,27.0,361.4,354.05,73.9,1.889,13.9,349.15,"2,445,474","2,543,673",0.96x,387.49,219.32,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
COP,95.54,-1.21,58,25.8,90.76,89.2,75.3,0.7664,14.5,90.26,"5,622,758","6,887,107",0.82x,103.48,77.84,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
LLY,1027.51,1.8,58,32.5,1038.11,933.79,42.8,-12.8736,13.3,895.19,"2,719,687","3,525,324",0.77x,1111.99,621.5,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-12 21:35
TMO,572.28,-1.14,58,28.3,578.7,564.68,39.2,-2.8055,6.3,538.13,"1,258,543","1,545,142",0.81x,609.27,385.11,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-12 21:35
MPWR,946.51,-3.56,58,47.8,927.56,970.3,68.9,6.553,17.5,956.72,"705,097","612,039",1.15x,1123.38,437.16,3,"RSI強勢, 從低點反彈, 布林帶強勢",2025-12-12 21:35
CAT,597.89,-4.43,60,36.3,577.62,552.81,67.5,1.9396,16.8,529.86,"4,544,883","2,532,279",1.79x,627.5,264.29,7,"均線多頭, RSI強勢, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
QCOM,178.29,-1.64,61,39.9,170.07,170.07,79.0,1.4087,15.9,171.68,"8,030,926","8,613,606",0.93x,204.9,118.79,5,"黃金交叉, 均線多頭, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
WFC,92.76,0.18,63,25.8,86.96,85.21,85.3,0.6274,15.0,84.74,"10,548,920","13,862,836",0.76x,93.42,57.46,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
WMT,116.7,1.02,63,22.9,109.64,106.17,77.4,0.5544,19.5,105.83,"18,360,862","24,037,828",0.76x,116.95,79.43,6,"均線多頭, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
TXN,179.42,-1.24,63,29.7,169.5,169.0,78.0,1.5065,25.6,170.47,"5,914,974","6,967,273",0.85x,218.15,136.55,5,"黃金交叉, 均線多頭, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
TGT,97.09,0.12,63,28.4,90.39,90.36,77.2,0.8799,16.3,89.24,"5,181,109","8,011,320",0.65x,138.95,83.44,5,"黃金交叉, 均線多頭, MACD加速, 布林帶強勢, 站上VWAP",2025-12-12 21:36
ORCL,189.97,-4.47,63,51.3,209.9,247.16,43.9,1.6468,20.9,256.53,"54,724,104","30,686,640",1.78x,345.12,117.98,3,"RSI反彈, 成交量激增, 從低點反彈",2025-12-12 21:35
ADBE,356.43,1.71,63,28.9,329.61,336.65,75.2,4.165,15.2,342.48,"5,430,138","4,433,936",1.22x,474.91,311.59,3,"MACD加速, 突破布林上軌, 站上VWAP",2025-12-12 21:35
BAC,55.14,1.06,64,20.4,52.87,52.12,84.5,0.1892,9.5,52.04,"29,700,682","37,225,874",0.80x,55.29,32.53,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
AMAT,259.21,-4.04,66,44.8,249.95,235.73,74.4,0.6223,30.7,223.22,"6,267,738","7,822,311",0.80x,276.1,122.8,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
LRCX,160.52,-4.85,66,48.3,154.75,152.15,71.4,0.9006,21.8,145.93,"10,822,771","10,784,268",1.00x,169.69,55.98,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
SLB,39.45,-2.21,66,30.0,36.97,35.62,73.1,0.3344,18.2,35.17,"11,018,887","15,255,064",0.72x,43.29,30.37,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
AVGO,359.93,-11.43,66,50.2,376.84,361.99,55.8,-0.2995,26.5,359.51,"91,367,205","29,490,625",3.10x,414.61,137.54,4,"RSI強勢, 成交量激增, 從低點反彈, 站上VWAP",2025-12-12 21:35
SNPS,452.95,-5.09,66,48.7,429.01,436.9,75.5,5.524,33.6,448.31,"2,639,536","2,303,396",1.15x,651.73,365.74,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
OKTA,90.18,-0.45,66,30.2,83.53,86.64,88.6,1.2554,19.5,87.57,"2,824,733","3,073,116",0.92x,127.57,75.05,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
REGN,741.29,-0.74,68,41.2,734.8,660.24,46.1,-5.9195,15.9,643.79,"767,240","1,126,127",0.68x,790.98,475.17,6,"均線多頭, RSI反彈, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
ZM,89.52,-0.8,68,31.4,84.67,83.38,77.3,0.6099,17.4,83.68,"2,576,519","3,500,595",0.74x,91.43,64.41,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
MS,178.41,-1.04,68,23.0,169.25,164.11,88.4,1.0286,18.2,162.51,"4,045,277","5,737,488",0.71x,181.98,92.37,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
C,111.8,0.05,68,23.3,104.11,100.86,93.8,0.8804,19.1,100.75,"8,959,049","11,801,787",0.76x,113.26,54.39,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
ABNB,128.39,0.3,68,23.9,119.8,122.06,80.7,1.4103,16.5,121.93,"3,489,799","5,054,329",0.69x,163.93,99.88,4,"MACD加速, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
GS,887.96,-2.53,70,24.9,822.75,796.25,80.3,8.8581,21.9,795.53,"2,269,285","2,116,359",1.07x,919.1,432.73,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-12 21:35
