Ticker,Price,Change_%,Risk_Score,Volatility_%,SMA_20,SMA_50,RSI,MACD,BB_Width_%,VWAP,Volume,Avg_Vol_20D,Vol_Ratio,52W_High,52W_Low,Signals,Signal_List,Scan_Time
AMGN,327.38,0.91,51,29.8,330.49,316.93,41.2,-1.4895,12.6,312.69,"8,303,181","3,140,204",2.64x,346.38,248.95,5,"RSI反彈, 成交量激增, 接近52週高, 從低點反彈, 站上VWAP",2025-12-19 21:36
TMO,567.83,0.97,51,28.0,576.9,567.13,37.5,-2.5196,7.1,545.18,"1,535,807","1,689,455",0.91x,608.82,384.82,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-19 21:36
SWKS,64.68,0.29,51,37.5,66.53,69.37,44.1,-0.1003,13.3,71.55,"4,784,985","2,696,444",1.77x,91.61,46.48,3,"RSI反彈, 成交量激增, 從低點反彈",2025-12-19 21:36
NKE,58.71,-10.54,51,38.2,64.78,64.75,31.4,-0.3238,13.9,65.86,"95,396,719","18,172,555",5.25x,80.55,51.34,3,"黃金交叉, RSI反彈, 成交量激增",2025-12-19 21:37
WMT,114.36,-0.41,53,22.9,112.61,107.26,60.0,-0.1275,13.4,106.76,"36,532,157","23,258,987",1.57x,117.45,79.27,7,"均線多頭, RSI強勢, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:37
MS,176.98,2.32,53,23.5,172.99,166.12,68.4,-0.3451,14.0,164.28,"5,685,012","5,912,225",0.96x,181.98,92.37,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
SCHW,98.82,1.64,53,19.4,93.98,93.98,72.4,0.5244,10.7,93.98,"10,040,207","9,226,750",1.09x,99.53,65.3,6,"MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
GOOGL,307.16,1.55,54,30.4,313.14,287.38,43.5,-3.266,9.7,283.56,"56,274,514","43,679,075",1.29x,328.62,140.14,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-19 21:36
DOCU,69.98,0.84,54,44.5,68.53,68.96,54.0,0.2294,10.2,70.36,"5,984,826","3,413,931",1.75x,99.3,63.4,4,"RSI強勢, MACD加速, 成交量激增, 布林帶強勢",2025-12-19 21:36
ZM,89.82,0.49,56,31.5,86.46,84.15,65.3,0.2012,15.0,83.85,"2,722,829","3,576,156",0.76x,91.43,64.41,7,"均線多頭, RSI強勢, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
MRK,101.09,0.4,56,32.6,99.92,92.25,50.4,-0.3561,9.4,91.06,"12,440,839","15,222,056",0.82x,104.94,71.26,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
SNPS,463.73,1.22,56,40.4,446.87,434.78,62.5,0.8481,24.2,448.14,"3,001,072","2,443,408",1.23x,651.73,365.74,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
SLB,38.08,-0.13,56,30.9,37.62,36.06,59.8,-0.0879,16.3,35.47,"12,099,204","16,008,455",0.76x,43.29,30.37,5,"均線多頭, RSI強勢, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:37
CDNS,314.91,-0.06,56,28.9,319.72,324.97,52.4,-0.8516,17.3,330.07,"2,862,831","1,704,891",1.68x,376.45,221.56,3,"RSI強勢, 成交量激增, 從低點反彈",2025-12-19 21:36
HON,199.11,0.52,56,22.6,193.34,194.75,71.4,0.9894,7.0,195.64,"7,783,264","4,185,058",1.86x,225.29,166.32,3,"成交量激增, 布林帶強勢, 站上VWAP",2025-12-19 21:37
RTX,182.01,2.09,58,25.8,174.23,172.67,78.1,0.7839,10.1,170.65,"4,373,174","4,911,683",0.89x,183.24,110.77,7,"均線多頭, MACD加速, 接近20日高, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:37
V,349.25,0.94,58,20.0,335.61,337.42,71.8,2.236,10.2,338.42,"6,200,390","6,821,674",0.91x,374.11,297.39,5,"MACD加速, 接近20日高, 接近52週高, 布林帶強勢, 站上VWAP",2025-12-19 21:36
CAT,576.22,1.84,58,37.2,584.14,560.95,52.7,-4.9041,13.3,541.95,"2,945,460","2,708,073",1.09x,627.5,264.29,4,"RSI強勢, 接近52週高, 從低點反彈, 站上VWAP",2025-12-19 21:37
ZS,232.55,0.63,58,42.2,246.22,286.35,36.1,0.5106,27.4,280.13,"2,976,188","2,547,739",1.17x,336.99,164.78,3,"RSI反彈, MACD翻正, 從低點反彈",2025-12-19 21:36
DHR,224.84,0.22,58,30.8,226.74,219.8,51.0,-0.96,4.5,214.55,"2,187,778","3,662,223",0.60x,256.97,170.43,3,"RSI強勢, 從低點反彈, 站上VWAP",2025-12-19 21:36
BAC,55.27,1.86,59,20.5,53.71,52.61,71.5,0.0782,8.5,52.39,"34,760,546","40,540,672",0.86x,56.07,32.53,6,"均線多頭, MACD加速, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
CMCSA,29.57,-2.31,59,27.6,27.66,28.07,71.3,0.4121,18.4,28.55,"79,078,984","42,515,454",1.86x,37.31,25.75,3,"成交量激增, 布林帶強勢, 站上VWAP",2025-12-19 21:37
SHOP,169.57,1.66,61,49.5,160.24,159.71,71.1,0.9904,13.7,158.26,"13,297,253","7,293,887",1.82x,182.19,69.84,8,"黃金交叉, 均線多頭, MACD加速, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
HAL,27.72,0.95,61,40.7,27.36,26.34,59.8,-0.1045,17.7,25.55,"8,608,672","10,771,588",0.80x,29.67,18.31,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:37
WFC,93.01,1.67,61,25.8,89.13,86.45,76.5,0.2561,14.7,85.52,"11,306,686","13,844,649",0.82x,94.26,57.46,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
BA,214.08,2.79,61,35.2,198.33,202.19,77.3,1.9596,21.0,205.19,"8,566,447","9,146,507",0.94x,242.69,128.88,5,"MACD加速, 接近20日高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:37
UPS,101.92,-0.16,61,27.9,97.58,92.89,71.4,0.2766,11.8,90.72,"6,906,029","5,906,381",1.17x,128.18,80.6,5,"均線多頭, 接近20日高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:37
OKTA,90.21,-0.02,61,30.4,85.69,86.3,74.4,0.6301,20.2,87.41,"5,171,662","3,470,763",1.49x,127.57,75.05,3,"從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
TSLA,481.2,-0.45,63,48.9,446.99,439.71,67.9,4.615,22.4,439.02,"85,986,084","78,386,889",1.10x,495.28,214.25,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
ASML,1056.02,1.9,63,35.9,1071.58,1043.88,44.6,-8.7512,18.4,1026.03,"1,978,007","1,505,875",1.31x,1141.72,574.25,4,"RSI反彈, 接近52週高, 從低點反彈, 站上VWAP",2025-12-19 21:36
ADBE,355.86,0.01,63,28.6,337.32,337.13,74.7,2.6781,17.5,341.36,"6,570,361","4,782,723",1.37x,465.7,311.59,4,"黃金交叉, 均線多頭, 布林帶強勢, 站上VWAP",2025-12-19 21:36
MPWR,937.11,0.82,63,47.7,940.74,968.04,52.1,-1.1188,12.4,959.57,"5,523,707","847,550",6.52x,1123.38,437.16,3,"RSI強勢, 成交量激增, 從低點反彈",2025-12-19 21:36
KLAC,1245.67,1.9,65,40.7,1191.1,1167.06,63.4,1.3813,15.3,1148.99,"1,961,770","978,483",2.00x,1282.32,547.89,8,"均線多頭, RSI強勢, MACD翻正, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
LLY,1071.44,1.38,65,32.9,1043.95,955.05,53.3,-2.2479,13.5,920.29,"3,426,895","3,600,864",0.95x,1111.99,621.5,6,"均線多頭, RSI強勢, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
GS,893.48,1.96,65,25.2,849.14,806.2,75.9,1.4904,19.3,803.37,"2,097,276","2,154,598",0.97x,919.1,432.73,5,"均線多頭, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
AMAT,256.41,1.15,66,43.0,257.19,239.53,51.3,-2.3741,20.7,230.57,"18,511,099","7,501,064",2.47x,276.1,122.8,5,"RSI強勢, 成交量激增, 接近52週高, 從低點反彈, 站上VWAP",2025-12-19 21:36
ADI,274.44,-0.17,68,31.1,269.65,248.84,59.5,-1.0645,21.5,248.11,"7,466,030","4,635,341",1.61x,284.23,156.76,7,"均線多頭, RSI強勢, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
ABNB,135.28,0.96,68,23.9,124.09,123.39,88.0,1.5108,22.2,122.87,"9,080,503","5,200,305",1.75x,163.93,99.88,6,"黃金交叉, 均線多頭, 成交量激增, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
CRM,259.91,0.8,68,33.1,247.43,246.85,78.2,1.1339,23.0,245.8,"6,505,578","8,933,168",0.73x,364.71,221.6,4,"黃金交叉, 均線多頭, 布林帶強勢, 站上VWAP",2025-12-19 21:36
TGT,98.01,-1.05,68,27.9,93.1,91.35,81.6,0.6282,18.3,90.01,"7,408,388","7,013,879",1.06x,138.95,83.44,3,"均線多頭, 布林帶強勢, 站上VWAP",2025-12-19 21:37
MCHP,64.91,1.33,69,47.1,61.42,60.29,75.3,0.2109,43.7,60.83,"17,681,494","10,033,894",1.76x,75.98,33.33,5,"均線多頭, 成交量激增, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
REGN,767.96,2.57,70,41.4,744.89,674.13,46.6,-1.5094,13.6,656.44,"1,966,492","1,119,954",1.76x,790.98,475.17,7,"均線多頭, RSI反彈, 成交量激增, 接近52週高, 從低點反彈, 布林帶強勢, 站上VWAP",2025-12-19 21:36
